State,State Code,Year,Year Code,Month,Month Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths,Population,Crude Rate
Alabama,1,2004,2004,"Jul., 2004",2004/07,Intentional self-harm,X60-X84,32,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Jul., 2004",2004/07,Assault,X85-Y09,27,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Aug., 2004",2004/08,Intentional self-harm,X60-X84,32,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Aug., 2004",2004/08,Assault,X85-Y09,27,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Sep., 2004",2004/09,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Sep., 2004",2004/09,Assault,X85-Y09,21,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Oct., 2004",2004/10,Intentional self-harm,X60-X84,23,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Oct., 2004",2004/10,Assault,X85-Y09,19,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Nov., 2004",2004/11,Intentional self-harm,X60-X84,37,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Nov., 2004",2004/11,Assault,X85-Y09,21,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Dec., 2004",2004/12,Intentional self-harm,X60-X84,35,Not Applicable,Not Applicable
Alabama,1,2004,2004,"Dec., 2004",2004/12,Assault,X85-Y09,25,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jan., 2005",2005/01,Intentional self-harm,X60-X84,43,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jan., 2005",2005/01,Assault,X85-Y09,34,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Feb., 2005",2005/02,Intentional self-harm,X60-X84,21,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Feb., 2005",2005/02,Assault,X85-Y09,19,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Mar., 2005",2005/03,Intentional self-harm,X60-X84,27,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Mar., 2005",2005/03,Assault,X85-Y09,20,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Apr., 2005",2005/04,Intentional self-harm,X60-X84,30,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Apr., 2005",2005/04,Assault,X85-Y09,22,Not Applicable,Not Applicable
Alabama,1,2005,2005,"May, 2005",2005/05,Intentional self-harm,X60-X84,36,Not Applicable,Not Applicable
Alabama,1,2005,2005,"May, 2005",2005/05,Assault,X85-Y09,34,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jun., 2005",2005/06,Intentional self-harm,X60-X84,18,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jun., 2005",2005/06,Assault,X85-Y09,15,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jul., 2005",2005/07,Intentional self-harm,X60-X84,34,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Jul., 2005",2005/07,Assault,X85-Y09,30,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Aug., 2005",2005/08,Intentional self-harm,X60-X84,31,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Aug., 2005",2005/08,Assault,X85-Y09,35,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Sep., 2005",2005/09,Intentional self-harm,X60-X84,23,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Sep., 2005",2005/09,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Oct., 2005",2005/10,Intentional self-harm,X60-X84,43,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Oct., 2005",2005/10,Assault,X85-Y09,25,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Nov., 2005",2005/11,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Nov., 2005",2005/11,Assault,X85-Y09,28,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Dec., 2005",2005/12,Intentional self-harm,X60-X84,30,Not Applicable,Not Applicable
Alabama,1,2005,2005,"Dec., 2005",2005/12,Assault,X85-Y09,31,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jan., 2006",2006/01,Intentional self-harm,X60-X84,23,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jan., 2006",2006/01,Assault,X85-Y09,32,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Feb., 2006",2006/02,Intentional self-harm,X60-X84,37,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Feb., 2006",2006/02,Assault,X85-Y09,20,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Mar., 2006",2006/03,Intentional self-harm,X60-X84,38,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Mar., 2006",2006/03,Assault,X85-Y09,18,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Apr., 2006",2006/04,Intentional self-harm,X60-X84,41,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Apr., 2006",2006/04,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2006,2006,"May, 2006",2006/05,Intentional self-harm,X60-X84,36,Not Applicable,Not Applicable
Alabama,1,2006,2006,"May, 2006",2006/05,Assault,X85-Y09,28,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jun., 2006",2006/06,Intentional self-harm,X60-X84,37,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jun., 2006",2006/06,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jul., 2006",2006/07,Intentional self-harm,X60-X84,31,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Jul., 2006",2006/07,Assault,X85-Y09,27,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Aug., 2006",2006/08,Intentional self-harm,X60-X84,24,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Aug., 2006",2006/08,Assault,X85-Y09,32,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Sep., 2006",2006/09,Intentional self-harm,X60-X84,36,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Sep., 2006",2006/09,Assault,X85-Y09,21,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Oct., 2006",2006/10,Intentional self-harm,X60-X84,39,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Oct., 2006",2006/10,Assault,X85-Y09,35,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Nov., 2006",2006/11,Intentional self-harm,X60-X84,25,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Nov., 2006",2006/11,Assault,X85-Y09,32,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Dec., 2006",2006/12,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2006,2006,"Dec., 2006",2006/12,Assault,X85-Y09,36,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jan., 2007",2007/01,Intentional self-harm,X60-X84,34,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jan., 2007",2007/01,Assault,X85-Y09,25,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Feb., 2007",2007/02,Intentional self-harm,X60-X84,27,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Feb., 2007",2007/02,Assault,X85-Y09,25,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Mar., 2007",2007/03,Intentional self-harm,X60-X84,22,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Mar., 2007",2007/03,Assault,X85-Y09,31,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Apr., 2007",2007/04,Intentional self-harm,X60-X84,26,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Apr., 2007",2007/04,Assault,X85-Y09,30,Not Applicable,Not Applicable
Alabama,1,2007,2007,"May, 2007",2007/05,Intentional self-harm,X60-X84,34,Not Applicable,Not Applicable
Alabama,1,2007,2007,"May, 2007",2007/05,Assault,X85-Y09,31,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jun., 2007",2007/06,Intentional self-harm,X60-X84,32,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jun., 2007",2007/06,Assault,X85-Y09,40,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jul., 2007",2007/07,Intentional self-harm,X60-X84,40,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Jul., 2007",2007/07,Assault,X85-Y09,42,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Aug., 2007",2007/08,Intentional self-harm,X60-X84,42,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Aug., 2007",2007/08,Assault,X85-Y09,28,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Sep., 2007",2007/09,Intentional self-harm,X60-X84,38,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Sep., 2007",2007/09,Assault,X85-Y09,23,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Oct., 2007",2007/10,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Oct., 2007",2007/10,Assault,X85-Y09,34,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Nov., 2007",2007/11,Intentional self-harm,X60-X84,38,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Nov., 2007",2007/11,Assault,X85-Y09,31,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Dec., 2007",2007/12,Intentional self-harm,X60-X84,30,Not Applicable,Not Applicable
Alabama,1,2007,2007,"Dec., 2007",2007/12,Assault,X85-Y09,38,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jan., 2008",2008/01,Intentional self-harm,X60-X84,44,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jan., 2008",2008/01,Assault,X85-Y09,31,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Feb., 2008",2008/02,Intentional self-harm,X60-X84,36,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Feb., 2008",2008/02,Assault,X85-Y09,17,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Mar., 2008",2008/03,Intentional self-harm,X60-X84,37,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Mar., 2008",2008/03,Assault,X85-Y09,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Apr., 2008",2008/04,Intentional self-harm,X60-X84,35,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Apr., 2008",2008/04,Assault,X85-Y09,29,Not Applicable,Not Applicable
Alabama,1,2008,2008,"May, 2008",2008/05,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"May, 2008",2008/05,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jun., 2008",2008/06,Intentional self-harm,X60-X84,38,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jun., 2008",2008/06,Assault,X85-Y09,28,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jul., 2008",2008/07,Intentional self-harm,X60-X84,48,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Jul., 2008",2008/07,Assault,X85-Y09,37,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Aug., 2008",2008/08,Intentional self-harm,X60-X84,32,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Aug., 2008",2008/08,Assault,X85-Y09,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Sep., 2008",2008/09,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Sep., 2008",2008/09,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Oct., 2008",2008/10,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Oct., 2008",2008/10,Assault,X85-Y09,26,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Nov., 2008",2008/11,Intentional self-harm,X60-X84,33,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Nov., 2008",2008/11,Assault,X85-Y09,35,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Dec., 2008",2008/12,Intentional self-harm,X60-X84,22,Not Applicable,Not Applicable
Alabama,1,2008,2008,"Dec., 2008",2008/12,Assault,X85-Y09,28,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Jan., 2009",2009/01,Intentional self-harm,X60-X84,55,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Jan., 2009",2009/01,Assault,X85-Y09,25,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Feb., 2009",2009/02,Intentional self-harm,X60-X84,34,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Feb., 2009",2009/02,Assault,X85-Y09,18,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Mar., 2009",2009/03,Intentional self-harm,X60-X84,42,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Mar., 2009",2009/03,Assault,X85-Y09,32,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Apr., 2009",2009/04,Intentional self-harm,X60-X84,34,Not Applicable,Not Applicable
Alabama,1,2009,2009,"Apr., 2009",2009/04,Assault,X85-Y09,31,Not Applicable,Not Applicable
