"Year","Year Code","State","State Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2000","2000","Massachusetts","25","Intentional self-harm","X60-X84",70,3342917,2.1
"2000","2000","Massachusetts","25","Assault","X85-Y09",14,3342917,"Unreliable"
"2000","2000","Michigan","26","Other external causes of accidental injury","W00-X59",10,5048369,"Unreliable"
"2000","2000","Michigan","26","Intentional self-harm","X60-X84",376,5048369,7.4
"2000","2000","Michigan","26","Assault","X85-Y09",153,5048369,3
"2000","2000","Minnesota","27","Intentional self-harm","X60-X84",148,2489013,5.9
"2000","2000","Minnesota","27","Assault","X85-Y09",29,2489013,1.2
"2000","2000","Mississippi","28","Intentional self-harm","X60-X84",132,1376699,9.6
"2000","2000","Mississippi","28","Assault","X85-Y09",88,1376699,6.4
"2000","2000","Missouri","29","Other external causes of accidental injury","W00-X59",18,2892808,"Unreliable"
"2000","2000","Missouri","29","Intentional self-harm","X60-X84",314,2892808,10.9
"2000","2000","Missouri","29","Assault","X85-Y09",82,2892808,2.8
"2000","2000","Montana","30","Intentional self-harm","X60-X84",71,483097,14.7
"2000","2000","Nebraska","31","Intentional self-harm","X60-X84",80,863323,9.3
"2000","2000","Nebraska","31","Assault","X85-Y09",15,863323,"Unreliable"
"2000","2000","Nevada","32","Intentional self-harm","X60-X84",170,1000139,17
"2000","2000","Nevada","32","Assault","X85-Y09",31,1000139,3.1
"2000","2000","New Hampshire","33","Intentional self-harm","X60-X84",52,662794,7.8
"2000","2000","New Jersey","34","Intentional self-harm","X60-X84",125,4461124,2.8
"2000","2000","New Jersey","34","Assault","X85-Y09",32,4461124,0.7
"2000","2000","New Mexico","35","Intentional self-harm","X60-X84",106,898805,11.8
"2000","2000","New Mexico","35","Assault","X85-Y09",29,898805,3.2
"2000","2000","New York","36","Other external causes of accidental injury","W00-X59",15,9763573,"Unreliable"
"2000","2000","New York","36","Intentional self-harm","X60-X84",304,9763573,3.1
"2000","2000","New York","36","Assault","X85-Y09",161,9763573,1.6
"2000","2000","North Carolina","37","Other external causes of accidental injury","W00-X59",13,4065030,"Unreliable"
"2000","2000","North Carolina","37","Intentional self-harm","X60-X84",432,4065030,10.6
"2000","2000","North Carolina","37","Assault","X85-Y09",163,4065030,4
"2000","2000","North Dakota","38","Intentional self-harm","X60-X84",17,331346,"Unreliable"
"2000","2000","Ohio","39","Other external causes of accidental injury","W00-X59",14,5888363,"Unreliable"
"2000","2000","Ohio","39","Intentional self-harm","X60-X84",430,5888363,7.3
"2000","2000","Ohio","39","Assault","X85-Y09",98,5888363,1.7
"2000","2000","Oklahoma","40","Other external causes of accidental injury","W00-X59",10,1749562,"Unreliable"
"2000","2000","Oklahoma","40","Intentional self-harm","X60-X84",204,1749562,11.7
"2000","2000","Oklahoma","40","Assault","X85-Y09",53,1749562,3
"2000","2000","Oregon","41","Intentional self-harm","X60-X84",216,1776294,12.2
"2000","2000","Oregon","41","Assault","X85-Y09",33,1776294,1.9
"2000","2000","Pennsylvania","42","Other external causes of accidental injury","W00-X59",25,6703898,0.4
"2000","2000","Pennsylvania","42","Intentional self-harm","X60-X84",559,6703898,8.3
"2000","2000","Pennsylvania","42","Assault","X85-Y09",121,6703898,1.8
"2000","2000","Rhode Island","44","Intentional self-harm","X60-X84",19,553564,"Unreliable"
"2000","2000","South Carolina","45","Intentional self-harm","X60-X84",224,2033689,11
"2000","2000","South Carolina","45","Assault","X85-Y09",69,2033689,3.4
"2000","2000","South Dakota","46","Intentional self-harm","X60-X84",28,383548,7.3
"2000","2000","Tennessee","47","Other external causes of accidental injury","W00-X59",22,2926005,0.8
"2000","2000","Tennessee","47","Intentional self-harm","X60-X84",353,2926005,12.1
"2000","2000","Tennessee","47","Assault","X85-Y09",128,2926005,4.4
"2000","2000","Texas","48","Other external causes of accidental injury","W00-X59",23,9604097,0.2
"2000","2000","Texas","48","Intentional self-harm","X60-X84",846,9604097,8.8
"2000","2000","Texas","48","Assault","X85-Y09",287,9604097,3
"2000","2000","Utah","49","Intentional self-harm","X60-X84",120,869976,13.8
"2000","2000","Vermont","50","Intentional self-harm","X60-X84",32,330151,9.7
"2000","2000","Virginia","51","Intentional self-harm","X60-X84",376,3623890,10.4
"2000","2000","Virginia","51","Assault","X85-Y09",112,3623890,3.1
"2000","2000","Washington","53","Intentional self-harm","X60-X84",285,2979787,9.6
"2000","2000","Washington","53","Assault","X85-Y09",44,2979787,1.5
"2000","2000","West Virginia","54","Intentional self-harm","X60-X84",129,1004426,12.8
"2000","2000","West Virginia","54","Assault","X85-Y09",30,1004426,3
"2000","2000","Wisconsin","55","Intentional self-harm","X60-X84",184,2768122,6.6
"2000","2000","Wisconsin","55","Assault","X85-Y09",36,2768122,1.3
"2000","2000","Wyoming","56","Intentional self-harm","X60-X84",39,255127,15.3
"2001","2001","Alabama","01","Other external causes of accidental injury","W00-X59",24,2310313,1
"2001","2001","Alabama","01","Intentional self-harm","X60-X84",268,2310313,11.6
"2001","2001","Alabama","01","Assault","X85-Y09",121,2310313,5.2
"2001","2001","Alaska","02","Intentional self-harm","X60-X84",37,296015,12.5
"2001","2001","Alaska","02","Assault","X85-Y09",10,296015,"Unreliable"
"2001","2001","Arizona","04","Intentional self-harm","X60-X84",337,2589877,13
"2001","2001","Arizona","04","Assault","X85-Y09",96,2589877,3.7
"2001","2001","Arkansas","05","Intentional self-harm","X60-X84",188,1395551,13.5
"2001","2001","Arkansas","05","Assault","X85-Y09",48,1395551,3.4
"2001","2001","California","06","Other external causes of accidental injury","W00-X59",50,16430658,0.3
"2001","2001","California","06","Intentional self-harm","X60-X84",1115,16430658,6.8
"2001","2001","California","06","Assault","X85-Y09",387,16430658,2.4
"2001","2001","Colorado","08","Intentional self-harm","X60-X84",272,2170683,12.5
"2001","2001","Colorado","08","Assault","X85-Y09",28,2170683,1.3
"2001","2001","Connecticut","09","Intentional self-harm","X60-X84",89,1871194,4.8
"2001","2001","Connecticut","09","Assault","X85-Y09",22,1871194,1.2
"2001","2001","Delaware","10","Intentional self-harm","X60-X84",37,415126,8.9
"2001","2001","District of Columbia","11","Assault","X85-Y09",23,284891,8.1
"2001","2001","Florida","12","Other external causes of accidental injury","W00-X59",14,9168965,"Unreliable"
"2001","2001","Florida","12","Intentional self-harm","X60-X84",947,9168965,10.3
"2001","2001","Florida","12","Assault","X85-Y09",236,9168965,2.6
"2001","2001","Georgia","13","Intentional self-harm","X60-X84",426,3999596,10.7
"2001","2001","Georgia","13","Assault","X85-Y09",177,3999596,4.4
"2001","2001","Hawaii","15","Intentional self-harm","X60-X84",20,642285,3.1
"2001","2001","Idaho","16","Intentional self-harm","X60-X84",85,632705,13.4
"2001","2001","Idaho","16","Assault","X85-Y09",12,632705,"Unreliable"
"2001","2001","Illinois","17","Other external causes of accidental injury","W00-X59",10,6225850,"Unreliable"
"2001","2001","Illinois","17","Intentional self-harm","X60-X84",363,6225850,5.8
"2001","2001","Illinois","17","Assault","X85-Y09",171,6225850,2.7
"2001","2001","Indiana","18","Intentional self-harm","X60-X84",299,3101969,9.6
"2001","2001","Indiana","18","Assault","X85-Y09",92,3101969,3
"2001","2001","Iowa","19","Intentional self-harm","X60-X84",102,1543659,6.6
"2001","2001","Iowa","19","Assault","X85-Y09",13,1543659,"Unreliable"
"2001","2001","Kansas","20","Intentional self-harm","X60-X84",94,1364901,6.9
"2001","2001","Kansas","20","Assault","X85-Y09",32,1364901,2.3
"2001","2001","Kentucky","21","Other external causes of accidental injury","W00-X59",30,2105809,1.4
"2001","2001","Kentucky","21","Intentional self-harm","X60-X84",227,2105809,10.8
"2001","2001","Kentucky","21","Assault","X85-Y09",63,2105809,3
"2001","2001","Louisiana","22","Other external causes of accidental injury","W00-X59",11,2200500,"Unreliable"
"2001","2001","Louisiana","22","Intentional self-harm","X60-X84",239,2200500,10.9
"2001","2001","Louisiana","22","Assault","X85-Y09",120,2200500,5.5
"2001","2001","Maine","23","Intentional self-harm","X60-X84",66,725560,9.1
"2001","2001","Maryland","24","Intentional self-harm","X60-X84",154,2804347,5.5
"2001","2001","Maryland","24","Assault","X85-Y09",77,2804347,2.7
"2001","2001","Massachusetts","25","Intentional self-harm","X60-X84",79,3390483,2.3
"2001","2001","Massachusetts","25","Assault","X85-Y09",13,3390483,"Unreliable"
"2001","2001","Michigan","26","Intentional self-harm","X60-X84",382,5114707,7.5
"2001","2001","Michigan","26","Assault","X85-Y09",147,5114707,2.9
"2001","2001","Minnesota","27","Intentional self-harm","X60-X84",165,2538420,6.5
"2001","2001","Minnesota","27","Assault","X85-Y09",22,2538420,0.9
"2001","2001","Mississippi","28","Intentional self-harm","X60-X84",162,1393871,11.6
"2001","2001","Mississippi","28","Assault","X85-Y09",87,1393871,6.2
"2001","2001","Missouri","29","Other external causes of accidental injury","W00-X59",16,2934034,"Unreliable"
"2001","2001","Missouri","29","Intentional self-harm","X60-X84",303,2934034,10.3
"2001","2001","Missouri","29","Assault","X85-Y09",99,2934034,3.4
"2001","2001","Montana","30","Intentional self-harm","X60-X84",94,489185,19.2
"2001","2001","Montana","30","Assault","X85-Y09",12,489185,"Unreliable"
"2001","2001","Nebraska","31","Intentional self-harm","X60-X84",73,872137,8.4
"2001","2001","Nevada","32","Intentional self-harm","X60-X84",165,1058683,15.6
"2001","2001","Nevada","32","Assault","X85-Y09",38,1058683,3.6
"2001","2001","New Hampshire","33","Intentional self-harm","X60-X84",47,678967,6.9
"2001","2001","New Jersey","34","Intentional self-harm","X60-X84",129,4534583,2.8
"2001","2001","New Jersey","34","Assault","X85-Y09",38,4534583,0.8
"2001","2001","New Mexico","35","Intentional self-harm","X60-X84",137,914492,15
"2001","2001","New Mexico","35","Assault","X85-Y09",25,914492,2.7
"2001","2001","New York","36","Intentional self-harm","X60-X84",314,9902073,3.2
"2001","2001","New York","36","Assault","X85-Y09",133,9902073,1.3
"2001","2001","North Carolina","37","Other external causes of accidental injury","W00-X59",18,4173983,"Unreliable"
"2001","2001","North Carolina","37","Intentional self-harm","X60-X84",451,4173983,10.8
"2001","2001","North Carolina","37","Assault","X85-Y09",145,4173983,3.5
"2001","2001","North Dakota","38","Intentional self-harm","X60-X84",30,332113,9
"2001","2001","Ohio","39","Other external causes of accidental injury","W00-X59",16,5948360,"Unreliable"
"2001","2001","Ohio","39","Intentional self-harm","X60-X84",492,5948360,8.3
"2001","2001","Ohio","39","Assault","X85-Y09",118,5948360,2
"2001","2001","Oklahoma","40","Intentional self-harm","X60-X84",235,1766374,13.3
"2001","2001","Oklahoma","40","Assault","X85-Y09",54,1766374,3.1
"2001","2001","Oregon","41","Other external causes of accidental injury","W00-X59",13,1809261,"Unreliable"
"2001","2001","Oregon","41","Intentional self-harm","X60-X84",210,1809261,11.6
"2001","2001","Oregon","41","Assault","X85-Y09",25,1809261,1.4
"2001","2001","Pennsylvania","42","Intentional self-harm","X60-X84",492,6757802,7.3
"2001","2001","Pennsylvania","42","Assault","X85-Y09",128,6757802,1.9
"2001","2001","Rhode Island","44","Intentional self-harm","X60-X84",18,561824,"Unreliable"
"2001","2001","South Carolina","45","Intentional self-harm","X60-X84",214,2079414,10.3
"2001","2001","South Carolina","45","Assault","X85-Y09",100,2079414,4.8
"2001","2001","South Dakota","46","Intentional self-harm","X60-X84",28,387928,7.2
"2001","2001","Tennessee","47","Other external causes of accidental injury","W00-X59",25,2979238,0.8
"2001","2001","Tennessee","47","Intentional self-harm","X60-X84",343,2979238,11.5
"2001","2001","Tennessee","47","Assault","X85-Y09",122,2979238,4.1
"2001","2001","Texas","48","Other external causes of accidental injury","W00-X59",23,9869900,0.2
"2001","2001","Texas","48","Intentional self-harm","X60-X84",961,9869900,9.7
"2001","2001","Texas","48","Assault","X85-Y09",306,9869900,3.1
"2001","2001","Utah","49","Intentional self-harm","X60-X84",117,894431,13.1
"2001","2001","Utah","49","Assault","X85-Y09",16,894431,"Unreliable"
"2001","2001","Vermont","50","Intentional self-harm","X60-X84",32,335208,9.5
"2001","2001","Virginia","51","Intentional self-harm","X60-X84",335,3711310,9
"2001","2001","Virginia","51","Assault","X85-Y09",79,3711310,2.1
"2001","2001","Washington","53","Intentional self-harm","X60-X84",277,3044473,9.1
"2001","2001","Washington","53","Assault","X85-Y09",48,3044473,1.6
"2001","2001","West Virginia","54","Intentional self-harm","X60-X84",154,1009293,15.3
"2001","2001","West Virginia","54","Assault","X85-Y09",21,1009293,2.1
"2001","2001","Wisconsin","55","Intentional self-harm","X60-X84",226,2812589,8
"2001","2001","Wisconsin","55","Assault","X85-Y09",42,2812589,1.5
"2001","2001","Wyoming","56","Intentional self-harm","X60-X84",40,258016,15.5
"2002","2002","Alabama","01","Other external causes of accidental injury","W00-X59",20,2329171,0.9
"2002","2002","Alabama","01","Intentional self-harm","X60-X84",280,2329171,12
"2002","2002","Alabama","01","Assault","X85-Y09",123,2329171,5.3
"2002","2002","Alaska","02","Intentional self-harm","X60-X84",54,301916,17.9
"2002","2002","Arizona","04","Other external causes of accidental injury","W00-X59",10,2657603,"Unreliable"
"2002","2002","Arizona","04","Intentional self-harm","X60-X84",382,2657603,14.4
"2002","2002","Arizona","04","Assault","X85-Y09",119,2657603,4.5
"2002","2002","Arkansas","05","Intentional self-harm","X60-X84",184,1406977,13.1
"2002","2002","Arkansas","05","Assault","X85-Y09",58,1406977,4.1
"2002","2002","California","06","Other external causes of accidental injury","W00-X59",14,16724222,"Unreliable"
"2002","2002","California","06","Intentional self-harm","X60-X84",1155,16724222,6.9
"2002","2002","California","06","Assault","X85-Y09",471,16724222,2.8
"2002","2002","Colorado","08","Intentional self-harm","X60-X84",256,2209221,11.6
"2002","2002","Colorado","08","Assault","X85-Y09",48,2209221,2.2
"2002","2002","Connecticut","09","Intentional self-harm","X60-X84",67,1892625,3.5
"2002","2002","Connecticut","09","Assault","X85-Y09",12,1892625,"Unreliable"
"2002","2002","Delaware","10","Intentional self-harm","X60-X84",31,423553,7.3
"2002","2002","Delaware","10","Assault","X85-Y09",11,423553,"Unreliable"
"2002","2002","District of Columbia","11","Assault","X85-Y09",29,284899,10.2
"2002","2002","Florida","12","Other external causes of accidental injury","W00-X59",15,9372936,"Unreliable"
"2002","2002","Florida","12","Intentional self-harm","X60-X84",988,9372936,10.5
"2002","2002","Florida","12","Assault","X85-Y09",254,9372936,2.7
"2002","2002","Georgia","13","Intentional self-harm","X60-X84",446,4088101,10.9
"2002","2002","Georgia","13","Assault","X85-Y09",167,4088101,4.1
"2002","2002","Hawaii","15","Intentional self-harm","X60-X84",16,652474,"Unreliable"
"2002","2002","Idaho","16","Intentional self-harm","X60-X84",100,645235,15.5
"2002","2002","Illinois","17","Intentional self-harm","X60-X84",344,6275018,5.5
"2002","2002","Illinois","17","Assault","X85-Y09",152,6275018,2.4
"2002","2002","Indiana","18","Intentional self-harm","X60-X84",302,3131232,9.6
"2002","2002","Indiana","18","Assault","X85-Y09",81,3131232,2.6
"2002","2002","Iowa","19","Intentional self-harm","X60-X84",105,1550613,6.8
"2002","2002","Iowa","19","Assault","X85-Y09",12,1550613,"Unreliable"
"2002","2002","Kansas","20","Intentional self-harm","X60-X84",130,1372952,9.5
"2002","2002","Kansas","20","Assault","X85-Y09",22,1372952,1.6
"2002","2002","Kentucky","21","Other external causes of accidental injury","W00-X59",22,2128194,1
"2002","2002","Kentucky","21","Intentional self-harm","X60-X84",267,2128194,12.5
"2002","2002","Kentucky","21","Assault","X85-Y09",64,2128194,3
"2002","2002","Louisiana","22","Other external causes of accidental injury","W00-X59",22,2222952,1
"2002","2002","Louisiana","22","Intentional self-harm","X60-X84",227,2222952,10.2
"2002","2002","Louisiana","22","Assault","X85-Y09",142,2222952,6.4
"2002","2002","Maine","23","Intentional self-harm","X60-X84",56,736332,7.6
"2002","2002","Maryland","24","Intentional self-harm","X60-X84",171,2851530,6
"2002","2002","Maryland","24","Assault","X85-Y09",75,2851530,2.6
"2002","2002","Massachusetts","25","Intentional self-harm","X60-X84",82,3421349,2.4
"2002","2002","Massachusetts","25","Assault","X85-Y09",23,3421349,0.7
"2002","2002","Michigan","26","Intentional self-harm","X60-X84",418,5159951,8.1
"2002","2002","Michigan","26","Assault","X85-Y09",158,5159951,3.1
"2002","2002","Minnesota","27","Intentional self-harm","X60-X84",155,2570545,6
"2002","2002","Minnesota","27","Assault","X85-Y09",10,2570545,"Unreliable"
"2002","2002","Mississippi","28","Intentional self-harm","X60-X84",162,1406112,11.5
"2002","2002","Mississippi","28","Assault","X85-Y09",91,1406112,6.5
"2002","2002","Missouri","29","Intentional self-harm","X60-X84",326,2960733,11
"2002","2002","Missouri","29","Assault","X85-Y09",81,2960733,2.7
"2002","2002","Montana","30","Intentional self-harm","X60-X84",78,494155,15.8
"2002","2002","Nebraska","31","Intentional self-harm","X60-X84",78,878508,8.9
"2002","2002","Nebraska","31","Assault","X85-Y09",12,878508,"Unreliable"
"2002","2002","Nevada","32","Intentional self-harm","X60-X84",189,1103401,17.1
"2002","2002","Nevada","32","Assault","X85-Y09",29,1103401,2.6
"2002","2002","New Hampshire","33","Intentional self-harm","X60-X84",50,690859,7.2
"2002","2002","New Jersey","34","Other external causes of accidental injury","W00-X59",15,4586149,"Unreliable"
"2002","2002","New Jersey","34","Intentional self-harm","X60-X84",143,4586149,3.1
"2002","2002","New Jersey","34","Assault","X85-Y09",60,4586149,1.3
"2002","2002","New Mexico","35","Intentional self-harm","X60-X84",140,930093,15.1
"2002","2002","New Mexico","35","Assault","X85-Y09",30,930093,3.2
"2002","2002","New York","36","Intentional self-harm","X60-X84",294,9988715,2.9
"2002","2002","New York","36","Assault","X85-Y09",159,9988715,1.6
"2002","2002","North Carolina","37","Other external causes of accidental injury","W00-X59",15,4258393,"Unreliable"
"2002","2002","North Carolina","37","Intentional self-harm","X60-X84",488,4258393,11.5
"2002","2002","North Carolina","37","Assault","X85-Y09",169,4258393,4
"2002","2002","North Dakota","38","Intentional self-harm","X60-X84",35,333049,10.5
"2002","2002","Ohio","39","Other external causes of accidental injury","W00-X59",12,5988583,"Unreliable"
"2002","2002","Ohio","39","Intentional self-harm","X60-X84",508,5988583,8.5
"2002","2002","Ohio","39","Assault","X85-Y09",120,5988583,2
"2002","2002","Oklahoma","40","Intentional self-harm","X60-X84",218,1778979,12.3
"2002","2002","Oklahoma","40","Assault","X85-Y09",45,1778979,2.5
"2002","2002","Oregon","41","Intentional self-harm","X60-X84",219,1839437,11.9
"2002","2002","Oregon","41","Assault","X85-Y09",25,1839437,1.4
"2002","2002","Pennsylvania","42","Intentional self-harm","X60-X84",517,6801791,7.6
"2002","2002","Pennsylvania","42","Assault","X85-Y09",126,6801791,1.9
"2002","2002","Rhode Island","44","Intentional self-harm","X60-X84",22,568330,3.9
"2002","2002","South Carolina","45","Other external causes of accidental injury","W00-X59",18,2112423,"Unreliable"
"2002","2002","South Carolina","45","Intentional self-harm","X60-X84",223,2112423,10.6
"2002","2002","South Carolina","45","Assault","X85-Y09",79,2112423,3.7
"2002","2002","South Dakota","46","Intentional self-harm","X60-X84",36,390629,9.2
"2002","2002","Tennessee","47","Other external causes of accidental injury","W00-X59",22,3017518,0.7
"2002","2002","Tennessee","47","Intentional self-harm","X60-X84",387,3017518,12.8
"2002","2002","Tennessee","47","Assault","X85-Y09",121,3017518,4
"2002","2002","Texas","48","Other external causes of accidental injury","W00-X59",27,10069934,0.3
"2002","2002","Texas","48","Intentional self-harm","X60-X84",955,10069934,9.5
"2002","2002","Texas","48","Assault","X85-Y09",311,10069934,3.1
"2002","2002","Utah","49","Intentional self-harm","X60-X84",101,913875,11.1
"2002","2002","Utah","49","Assault","X85-Y09",12,913875,"Unreliable"
"2002","2002","Vermont","50","Intentional self-harm","X60-X84",42,339246,12.4
"2002","2002","Virginia","51","Intentional self-harm","X60-X84",370,3777769,9.8
"2002","2002","Virginia","51","Assault","X85-Y09",98,3777769,2.6
"2002","2002","Washington","53","Intentional self-harm","X60-X84",330,3094614,10.7
"2002","2002","Washington","53","Assault","X85-Y09",42,3094614,1.4
"2002","2002","West Virginia","54","Intentional self-harm","X60-X84",137,1015326,13.5
"2002","2002","West Virginia","54","Assault","X85-Y09",34,1015326,3.3
"2002","2002","Wisconsin","55","Intentional self-harm","X60-X84",208,2849092,7.3
"2002","2002","Wisconsin","55","Assault","X85-Y09",38,2849092,1.3
"2002","2002","Wyoming","56","Intentional self-harm","X60-X84",54,261068,20.7
"2003","2003","Alabama","01","Other external causes of accidental injury","W00-X59",17,2350750,"Unreliable"
"2003","2003","Alabama","01","Intentional self-harm","X60-X84",288,2350750,12.3
"2003","2003","Alabama","01","Assault","X85-Y09",144,2350750,6.1
"2003","2003","Alaska","02","Intentional self-harm","X60-X84",41,306946,13.4
"2003","2003","Alaska","02","Assault","X85-Y09",11,306946,"Unreliable"
"2003","2003","Arizona","04","Intentional self-harm","X60-X84",343,2725499,12.6
"2003","2003","Arizona","04","Assault","X85-Y09",108,2725499,4
"2003","2003","Arkansas","05","Intentional self-harm","X60-X84",190,1419905,13.4
"2003","2003","Arkansas","05","Assault","X85-Y09",49,1419905,3.5
"2003","2003","California","06","Other external causes of accidental injury","W00-X59",21,17029233,0.1
"2003","2003","California","06","Intentional self-harm","X60-X84",1150,17029233,6.8
"2003","2003","California","06","Assault","X85-Y09",443,17029233,2.6
"2003","2003","Colorado","08","Intentional self-harm","X60-X84",272,2244633,12.1
"2003","2003","Colorado","08","Assault","X85-Y09",44,2244633,2
"2003","2003","Connecticut","09","Intentional self-harm","X60-X84",74,1914864,3.9
"2003","2003","Connecticut","09","Assault","X85-Y09",18,1914864,"Unreliable"
"2003","2003","Delaware","10","Intentional self-harm","X60-X84",32,432256,7.4
"2003","2003","District of Columbia","11","Assault","X85-Y09",35,283170,12.4
"2003","2003","Florida","12","Other external causes of accidental injury","W00-X59",13,9566781,"Unreliable"
"2003","2003","Florida","12","Intentional self-harm","X60-X84",1003,9566781,10.5
"2003","2003","Florida","12","Assault","X85-Y09",250,9566781,2.6
"2003","2003","Georgia","13","Intentional self-harm","X60-X84",479,4172966,11.5
"2003","2003","Georgia","13","Assault","X85-Y09",156,4172966,3.7
"2003","2003","Hawaii","15","Intentional self-harm","X60-X84",16,662537,"Unreliable"
"2003","2003","Idaho","16","Intentional self-harm","X60-X84",100,658371,15.2
"2003","2003","Illinois","17","Other external causes of accidental injury","W00-X59",11,6325026,"Unreliable"
"2003","2003","Illinois","17","Intentional self-harm","X60-X84",304,6325026,4.8
"2003","2003","Illinois","17","Assault","X85-Y09",153,6325026,2.4
"2003","2003","Indiana","18","Intentional self-harm","X60-X84",286,3162504,9
"2003","2003","Indiana","18","Assault","X85-Y09",70,3162504,2.2
"2003","2003","Iowa","19","Intentional self-harm","X60-X84",132,1558406,8.5
"2003","2003","Iowa","19","Assault","X85-Y09",10,1558406,"Unreliable"
"2003","2003","Kansas","20","Intentional self-harm","X60-X84",155,1381119,11.2
"2003","2003","Kansas","20","Assault","X85-Y09",31,1381119,2.2
"2003","2003","Kentucky","21","Other external causes of accidental injury","W00-X59",17,2153534,"Unreliable"
"2003","2003","Kentucky","21","Intentional self-harm","X60-X84",285,2153534,13.2
"2003","2003","Kentucky","21","Assault","X85-Y09",54,2153534,2.5
"2003","2003","Louisiana","22","Other external causes of accidental injury","W00-X59",25,2246634,1.1
"2003","2003","Louisiana","22","Intentional self-harm","X60-X84",213,2246634,9.5
"2003","2003","Louisiana","22","Assault","X85-Y09",138,2246634,6.1
"2003","2003","Maine","23","Intentional self-harm","X60-X84",50,746578,6.7
"2003","2003","Maryland","24","Intentional self-harm","X60-X84",171,2892576,5.9
"2003","2003","Maryland","24","Assault","X85-Y09",100,2892576,3.5
"2003","2003","Massachusetts","25","Intentional self-harm","X60-X84",92,3444956,2.7
"2003","2003","Massachusetts","25","Assault","X85-Y09",16,3444956,"Unreliable"
"2003","2003","Michigan","26","Intentional self-harm","X60-X84",359,5204637,6.9
"2003","2003","Michigan","26","Assault","X85-Y09",157,5204637,3
"2003","2003","Minnesota","27","Intentional self-harm","X60-X84",165,2600983,6.3
"2003","2003","Minnesota","27","Assault","X85-Y09",27,2600983,1
"2003","2003","Mississippi","28","Other external causes of accidental injury","W00-X59",11,1419306,"Unreliable"
"2003","2003","Mississippi","28","Intentional self-harm","X60-X84",177,1419306,12.5
"2003","2003","Mississippi","28","Assault","X85-Y09",87,1419306,6.1
"2003","2003","Missouri","29","Intentional self-harm","X60-X84",315,2987745,10.5
