"Year","Year Code","State","State Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2000","2000","North Dakota","38","Intentional self-harm","X60-X84",18,310854,"Unreliable"
"2000","2000","Ohio","39","Other external causes of accidental injury","W00-X59",21,5464777,0.4
"2000","2000","Ohio","39","Intentional self-harm","X60-X84",154,5464777,2.8
"2000","2000","Ohio","39","Assault","X85-Y09",155,5464777,2.8
"2000","2000","Oklahoma","40","Other external causes of accidental injury","W00-X59",11,1701092,"Unreliable"
"2000","2000","Oklahoma","40","Intentional self-harm","X60-X84",97,1701092,5.7
"2000","2000","Oklahoma","40","Assault","X85-Y09",62,1701092,3.6
"2000","2000","Oregon","41","Intentional self-harm","X60-X84",86,1645105,5.2
"2000","2000","Oregon","41","Assault","X85-Y09",29,1645105,1.8
"2000","2000","Pennsylvania","42","Other external causes of accidental injury","W00-X59",17,5577156,"Unreliable"
"2000","2000","Pennsylvania","42","Intentional self-harm","X60-X84",196,5577156,3.5
"2000","2000","Pennsylvania","42","Assault","X85-Y09",317,5577156,5.7
"2000","2000","Rhode Island","44","Assault","X85-Y09",22,494755,4.4
"2000","2000","South Carolina","45","Other external causes of accidental injury","W00-X59",11,1978323,"Unreliable"
"2000","2000","South Carolina","45","Intentional self-harm","X60-X84",73,1978323,3.7
"2000","2000","South Carolina","45","Assault","X85-Y09",100,1978323,5.1
"2000","2000","South Dakota","46","Intentional self-harm","X60-X84",23,371296,6.2
"2000","2000","Tennessee","47","Other external causes of accidental injury","W00-X59",22,2763278,0.8
"2000","2000","Tennessee","47","Intentional self-harm","X60-X84",148,2763278,5.4
"2000","2000","Tennessee","47","Assault","X85-Y09",215,2763278,7.8
"2000","2000","Texas","48","Other external causes of accidental injury","W00-X59",37,11247723,0.3
"2000","2000","Texas","48","Intentional self-harm","X60-X84",423,11247723,3.8
"2000","2000","Texas","48","Assault","X85-Y09",517,11247723,4.6
"2000","2000","Utah","49","Intentional self-harm","X60-X84",54,1363193,4
"2000","2000","Utah","49","Assault","X85-Y09",10,1363193,"Unreliable"
"2000","2000","Vermont","50","Intentional self-harm","X60-X84",15,278676,"Unreliable"
"2000","2000","Virginia","51","Intentional self-harm","X60-X84",108,3454625,3.1
"2000","2000","Virginia","51","Assault","X85-Y09",172,3454625,5
"2000","2000","Washington","53","Intentional self-harm","X60-X84",105,2914334,3.6
"2000","2000","Washington","53","Assault","X85-Y09",68,2914334,2.3
"2000","2000","West Virginia","54","Intentional self-harm","X60-X84",44,803918,5.5
"2000","2000","West Virginia","54","Assault","X85-Y09",26,803918,3.2
"2000","2000","Wisconsin","55","Intentional self-harm","X60-X84",120,2595553,4.6
"2000","2000","Wisconsin","55","Assault","X85-Y09",76,2595553,2.9
"2000","2000","Wyoming","56","Intentional self-harm","X60-X84",11,238655,"Unreliable"
"2001","2001","Alabama","01","Other external causes of accidental injury","W00-X59",17,2157321,"Unreliable"
"2001","2001","Alabama","01","Intentional self-harm","X60-X84",119,2157321,5.5
"2001","2001","Alabama","01","Assault","X85-Y09",181,2157321,8.4
"2001","2001","Alaska","02","Intentional self-harm","X60-X84",28,337699,8.3
"2001","2001","Alaska","02","Assault","X85-Y09",15,337699,"Unreliable"
"2001","2001","Arizona","04","Other external causes of accidental injury","W00-X59",10,2683600,"Unreliable"
"2001","2001","Arizona","04","Intentional self-harm","X60-X84",131,2683600,4.9
"2001","2001","Arizona","04","Assault","X85-Y09",233,2683600,8.7
"2001","2001","Arkansas","05","Other external causes of accidental injury","W00-X59",11,1296020,"Unreliable"
"2001","2001","Arkansas","05","Intentional self-harm","X60-X84",86,1296020,6.6
"2001","2001","Arkansas","05","Assault","X85-Y09",62,1296020,4.8
"2001","2001","California","06","Other external causes of accidental injury","W00-X59",46,18048800,0.3
"2001","2001","California","06","Intentional self-harm","X60-X84",334,18048800,1.9
"2001","2001","California","06","Assault","X85-Y09",1201,18048800,6.7
"2001","2001","Colorado","08","Intentional self-harm","X60-X84",118,2255004,5.2
"2001","2001","Colorado","08","Assault","X85-Y09",70,2255004,3.1
"2001","2001","Connecticut","09","Intentional self-harm","X60-X84",26,1561641,1.7
"2001","2001","Connecticut","09","Assault","X85-Y09",50,1561641,3.2
"2001","2001","Delaware","10","Intentional self-harm","X60-X84",16,380573,"Unreliable"
"2001","2001","Delaware","10","Assault","X85-Y09",13,380573,"Unreliable"
"2001","2001","District of Columbia","11","Intentional self-harm","X60-X84",12,289613,"Unreliable"
"2001","2001","District of Columbia","11","Assault","X85-Y09",118,289613,40.7
"2001","2001","Florida","12","Intentional self-harm","X60-X84",250,7188001,3.5
"2001","2001","Florida","12","Assault","X85-Y09",336,7188001,4.7
"2001","2001","Georgia","13","Other external causes of accidental injury","W00-X59",14,4377442,"Unreliable"
"2001","2001","Georgia","13","Intentional self-harm","X60-X84",200,4377442,4.6
"2001","2001","Georgia","13","Assault","X85-Y09",277,4377442,6.3
"2001","2001","Hawaii","15","Intentional self-harm","X60-X84",11,583663,"Unreliable"
"2001","2001","Idaho","16","Intentional self-harm","X60-X84",51,687257,7.4
"2001","2001","Idaho","16","Assault","X85-Y09",13,687257,"Unreliable"
"2001","2001","Illinois","17","Other external causes of accidental injury","W00-X59",10,6262595,"Unreliable"
"2001","2001","Illinois","17","Intentional self-harm","X60-X84",142,6262595,2.3
"2001","2001","Illinois","17","Assault","X85-Y09",576,6262595,9.2
"2001","2001","Indiana","18","Other external causes of accidental injury","W00-X59",14,3025791,"Unreliable"
"2001","2001","Indiana","18","Intentional self-harm","X60-X84",112,3025791,3.7
"2001","2001","Indiana","18","Assault","X85-Y09",197,3025791,6.5
"2001","2001","Iowa","19","Intentional self-harm","X60-X84",55,1388338,4
"2001","2001","Iowa","19","Assault","X85-Y09",11,1388338,"Unreliable"
"2001","2001","Kansas","20","Intentional self-harm","X60-X84",66,1337261,4.9
"2001","2001","Kansas","20","Assault","X85-Y09",59,1337261,4.4
"2001","2001","Kentucky","21","Other external causes of accidental injury","W00-X59",15,1962323,"Unreliable"
"2001","2001","Kentucky","21","Intentional self-harm","X60-X84",104,1962323,5.3
"2001","2001","Kentucky","21","Assault","X85-Y09",75,1962323,3.8
"2001","2001","Louisiana","22","Other external causes of accidental injury","W00-X59",13,2277375,"Unreliable"
"2001","2001","Louisiana","22","Intentional self-harm","X60-X84",113,2277375,5
"2001","2001","Louisiana","22","Assault","X85-Y09",280,2277375,12.3
"2001","2001","Maine","23","Intentional self-harm","X60-X84",20,560132,3.6
"2001","2001","Maryland","24","Intentional self-harm","X60-X84",66,2570344,2.6
"2001","2001","Maryland","24","Assault","X85-Y09",286,2570344,11.1
"2001","2001","Massachusetts","25","Intentional self-harm","X60-X84",28,3007151,0.9
"2001","2001","Massachusetts","25","Assault","X85-Y09",67,3007151,2.2
"2001","2001","Michigan","26","Intentional self-harm","X60-X84",160,4876413,3.3
"2001","2001","Michigan","26","Assault","X85-Y09",352,4876413,7.2
"2001","2001","Minnesota","27","Intentional self-harm","X60-X84",77,2444376,3.2
"2001","2001","Minnesota","27","Assault","X85-Y09",46,2444376,1.9
"2001","2001","Mississippi","28","Other external causes of accidental injury","W00-X59",14,1459123,"Unreliable"
"2001","2001","Mississippi","28","Intentional self-harm","X60-X84",77,1459123,5.3
"2001","2001","Mississippi","28","Assault","X85-Y09",136,1459123,9.3
"2001","2001","Missouri","29","Other external causes of accidental injury","W00-X59",10,2707108,"Unreliable"
"2001","2001","Missouri","29","Intentional self-harm","X60-X84",124,2707108,4.6
"2001","2001","Missouri","29","Assault","X85-Y09",176,2707108,6.5
"2001","2001","Montana","30","Intentional self-harm","X60-X84",39,417776,9.3
"2001","2001","Nebraska","31","Intentional self-harm","X60-X84",34,847699,4
"2001","2001","Nebraska","31","Assault","X85-Y09",15,847699,"Unreliable"
"2001","2001","Nevada","32","Intentional self-harm","X60-X84",53,1039716,5.1
"2001","2001","Nevada","32","Assault","X85-Y09",69,1039716,6.6
"2001","2001","New Hampshire","33","Intentional self-harm","X60-X84",32,576550,5.6
"2001","2001","New Jersey","34","Intentional self-harm","X60-X84",38,3958088,1
"2001","2001","New Jersey","34","Assault","X85-Y09",147,3958088,3.7
"2001","2001","New Mexico","35","Intentional self-harm","X60-X84",51,917198,5.6
"2001","2001","New Mexico","35","Assault","X85-Y09",42,917198,4.6
"2001","2001","New York","36","Other external causes of accidental injury","W00-X59",12,9180765,"Unreliable"
"2001","2001","New York","36","Intentional self-harm","X60-X84",139,9180765,1.5
"2001","2001","New York","36","Assault","X85-Y09",450,9180765,4.9
"2001","2001","North Carolina","37","Other external causes of accidental injury","W00-X59",14,4036139,"Unreliable"
"2001","2001","North Carolina","37","Intentional self-harm","X60-X84",179,4036139,4.4
"2001","2001","North Carolina","37","Assault","X85-Y09",273,4036139,6.8
"2001","2001","North Dakota","38","Intentional self-harm","X60-X84",11,306949,"Unreliable"
"2001","2001","Ohio","39","Other external causes of accidental injury","W00-X59",10,5439044,"Unreliable"
"2001","2001","Ohio","39","Intentional self-harm","X60-X84",179,5439044,3.3
"2001","2001","Ohio","39","Assault","X85-Y09",198,5439044,3.6
"2001","2001","Oklahoma","40","Intentional self-harm","X60-X84",96,1700726,5.6
"2001","2001","Oklahoma","40","Assault","X85-Y09",72,1700726,4.2
"2001","2001","Oregon","41","Intentional self-harm","X60-X84",70,1658676,4.2
"2001","2001","Oregon","41","Assault","X85-Y09",22,1658676,1.3
"2001","2001","Pennsylvania","42","Other external causes of accidental injury","W00-X59",14,5541168,"Unreliable"
"2001","2001","Pennsylvania","42","Intentional self-harm","X60-X84",191,5541168,3.4
"2001","2001","Pennsylvania","42","Assault","X85-Y09",316,5541168,5.7
"2001","2001","Rhode Island","44","Assault","X85-Y09",16,495318,"Unreliable"
"2001","2001","South Carolina","45","Other external causes of accidental injury","W00-X59",10,1985581,"Unreliable"
"2001","2001","South Carolina","45","Intentional self-harm","X60-X84",97,1985581,4.9
"2001","2001","South Carolina","45","Assault","X85-Y09",128,1985581,6.4
"2001","2001","South Dakota","46","Intentional self-harm","X60-X84",15,370044,"Unreliable"
"2001","2001","Tennessee","47","Other external causes of accidental injury","W00-X59",24,2771551,0.9
"2001","2001","Tennessee","47","Intentional self-harm","X60-X84",137,2771551,4.9
"2001","2001","Tennessee","47","Assault","X85-Y09",184,2771551,6.6
"2001","2001","Texas","48","Other external causes of accidental injury","W00-X59",34,11449722,0.3
"2001","2001","Texas","48","Intentional self-harm","X60-X84",416,11449722,3.6
"2001","2001","Texas","48","Assault","X85-Y09",566,11449722,4.9
"2001","2001","Utah","49","Intentional self-harm","X60-X84",65,1389284,4.7
"2001","2001","Utah","49","Assault","X85-Y09",24,1389284,1.7
"2001","2001","Vermont","50","Intentional self-harm","X60-X84",10,277015,"Unreliable"
"2001","2001","Virginia","51","Intentional self-harm","X60-X84",132,3487052,3.8
"2001","2001","Virginia","51","Assault","X85-Y09",196,3487052,5.6
"2001","2001","Washington","53","Intentional self-harm","X60-X84",114,2941249,3.9
"2001","2001","Washington","53","Assault","X85-Y09",58,2941249,2
"2001","2001","West Virginia","54","Intentional self-harm","X60-X84",41,792188,5.2
"2001","2001","West Virginia","54","Assault","X85-Y09",17,792188,"Unreliable"
"2001","2001","Wisconsin","55","Other external causes of accidental injury","W00-X59",12,2594246,"Unreliable"
"2001","2001","Wisconsin","55","Intentional self-harm","X60-X84",91,2594246,3.5
"2001","2001","Wisconsin","55","Assault","X85-Y09",92,2594246,3.5
"2001","2001","Wyoming","56","Intentional self-harm","X60-X84",21,236641,8.9
"2002","2002","Alabama","01","Other external causes of accidental injury","W00-X59",25,2150918,1.2
"2002","2002","Alabama","01","Intentional self-harm","X60-X84",101,2150918,4.7
"2002","2002","Alabama","01","Assault","X85-Y09",168,2150918,7.8
"2002","2002","Alaska","02","Intentional self-harm","X60-X84",38,340421,11.2
"2002","2002","Alaska","02","Assault","X85-Y09",19,340421,"Unreliable"
"2002","2002","Arizona","04","Other external causes of accidental injury","W00-X59",15,2738652,"Unreliable"
"2002","2002","Arizona","04","Intentional self-harm","X60-X84",177,2738652,6.5
"2002","2002","Arizona","04","Assault","X85-Y09",232,2738652,8.5
"2002","2002","Arkansas","05","Other external causes of accidental injury","W00-X59",13,1298950,"Unreliable"
"2002","2002","Arkansas","05","Intentional self-harm","X60-X84",73,1298950,5.6
"2002","2002","Arkansas","05","Assault","X85-Y09",87,1298950,6.7
"2002","2002","California","06","Other external causes of accidental injury","W00-X59",30,18147621,0.2
"2002","2002","California","06","Intentional self-harm","X60-X84",335,18147621,1.8
"2002","2002","California","06","Assault","X85-Y09",1336,18147621,7.4
"2002","2002","Colorado","08","Intentional self-harm","X60-X84",124,2281185,5.4
"2002","2002","Colorado","08","Assault","X85-Y09",68,2281185,3
"2002","2002","Connecticut","09","Intentional self-harm","X60-X84",18,1566124,"Unreliable"
"2002","2002","Connecticut","09","Assault","X85-Y09",45,1566124,2.9
"2002","2002","Delaware","10","Assault","X85-Y09",17,382616,"Unreliable"
"2002","2002","District of Columbia","11","Assault","X85-Y09",147,288259,51
"2002","2002","Florida","12","Other external causes of accidental injury","W00-X59",11,7316434,"Unreliable"
"2002","2002","Florida","12","Intentional self-harm","X60-X84",217,7316434,3
"2002","2002","Florida","12","Assault","X85-Y09",381,7316434,5.2
"2002","2002","Georgia","13","Other external causes of accidental injury","W00-X59",12,4420155,"Unreliable"
"2002","2002","Georgia","13","Intentional self-harm","X60-X84",168,4420155,3.8
"2002","2002","Georgia","13","Assault","X85-Y09",309,4420155,7
"2002","2002","Idaho","16","Intentional self-harm","X60-X84",36,695137,5.2
"2002","2002","Illinois","17","Other external causes of accidental injury","W00-X59",10,6250538,"Unreliable"
"2002","2002","Illinois","17","Intentional self-harm","X60-X84",122,6250538,2
"2002","2002","Illinois","17","Assault","X85-Y09",576,6250538,9.2
"2002","2002","Indiana","18","Other external causes of accidental injury","W00-X59",15,3024735,"Unreliable"
"2002","2002","Indiana","18","Intentional self-harm","X60-X84",146,3024735,4.8
"2002","2002","Indiana","18","Assault","X85-Y09",161,3024735,5.3
"2002","2002","Iowa","19","Intentional self-harm","X60-X84",52,1383621,3.8
"2002","2002","Iowa","19","Assault","X85-Y09",18,1383621,"Unreliable"
"2002","2002","Kansas","20","Intentional self-harm","X60-X84",54,1340583,4
"2002","2002","Kansas","20","Assault","X85-Y09",52,1340583,3.9
"2002","2002","Kentucky","21","Other external causes of accidental injury","W00-X59",17,1961681,"Unreliable"
"2002","2002","Kentucky","21","Intentional self-harm","X60-X84",97,1961681,4.9
"2002","2002","Kentucky","21","Assault","X85-Y09",63,1961681,3.2
"2002","2002","Louisiana","22","Other external causes of accidental injury","W00-X59",25,2274315,1.1
"2002","2002","Louisiana","22","Intentional self-harm","X60-X84",122,2274315,5.4
"2002","2002","Louisiana","22","Assault","X85-Y09",325,2274315,14.3
"2002","2002","Maine","23","Intentional self-harm","X60-X84",23,559628,4.1
"2002","2002","Maryland","24","Intentional self-harm","X60-X84",62,2588859,2.4
"2002","2002","Maryland","24","Assault","X85-Y09",290,2588859,11.2
"2002","2002","Massachusetts","25","Intentional self-harm","X60-X84",17,2995857,"Unreliable"
"2002","2002","Massachusetts","25","Assault","X85-Y09",71,2995857,2.4
"2002","2002","Michigan","26","Intentional self-harm","X60-X84",160,4855759,3.3
"2002","2002","Michigan","26","Assault","X85-Y09",331,4855759,6.8
"2002","2002","Minnesota","27","Intentional self-harm","X60-X84",83,2448390,3.4
"2002","2002","Minnesota","27","Assault","X85-Y09",45,2448390,1.8
"2002","2002","Mississippi","28","Other external causes of accidental injury","W00-X59",13,1452569,"Unreliable"
"2002","2002","Mississippi","28","Intentional self-harm","X60-X84",92,1452569,6.3
"2002","2002","Mississippi","28","Assault","X85-Y09",117,1452569,8.1
"2002","2002","Missouri","29","Intentional self-harm","X60-X84",97,2714092,3.6
"2002","2002","Missouri","29","Assault","X85-Y09",172,2714092,6.3
"2002","2002","Montana","30","Intentional self-harm","X60-X84",37,417512,8.9
"2002","2002","Nebraska","31","Intentional self-harm","X60-X84",27,849784,3.2
"2002","2002","Nebraska","31","Assault","X85-Y09",15,849784,"Unreliable"
"2002","2002","Nevada","32","Intentional self-harm","X60-X84",56,1070390,5.2
"2002","2002","Nevada","32","Assault","X85-Y09",85,1070390,7.9
"2002","2002","New Hampshire","33","Intentional self-harm","X60-X84",16,578230,"Unreliable"
"2002","2002","New Jersey","34","Other external causes of accidental injury","W00-X59",13,3966494,"Unreliable"
"2002","2002","New Jersey","34","Intentional self-harm","X60-X84",33,3966494,0.8
"2002","2002","New Jersey","34","Assault","X85-Y09",147,3966494,3.7
"2002","2002","New Mexico","35","Intentional self-harm","X60-X84",71,925216,7.7
"2002","2002","New Mexico","35","Assault","X85-Y09",50,925216,5.4
"2002","2002","New York","36","Intentional self-harm","X60-X84",117,9149085,1.3
"2002","2002","New York","36","Assault","X85-Y09",391,9149085,4.3
"2002","2002","North Carolina","37","Other external causes of accidental injury","W00-X59",11,4067808,"Unreliable"
"2002","2002","North Carolina","37","Intentional self-harm","X60-X84",142,4067808,3.5
"2002","2002","North Carolina","37","Assault","X85-Y09",298,4067808,7.3
"2002","2002","North Dakota","38","Intentional self-harm","X60-X84",18,305119,"Unreliable"
"2002","2002","Ohio","39","Intentional self-harm","X60-X84",167,5419306,3.1
"2002","2002","Ohio","39","Assault","X85-Y09",233,5419306,4.3
"2002","2002","Oklahoma","40","Other external causes of accidental injury","W00-X59",11,1710101,"Unreliable"
"2002","2002","Oklahoma","40","Intentional self-harm","X60-X84",94,1710101,5.5
"2002","2002","Oklahoma","40","Assault","X85-Y09",68,1710101,4
"2002","2002","Oregon","41","Intentional self-harm","X60-X84",72,1673987,4.3
"2002","2002","Oregon","41","Assault","X85-Y09",39,1673987,2.3
"2002","2002","Pennsylvania","42","Other external causes of accidental injury","W00-X59",16,5529240,"Unreliable"
"2002","2002","Pennsylvania","42","Intentional self-harm","X60-X84",203,5529240,3.7
"2002","2002","Pennsylvania","42","Assault","X85-Y09",330,5529240,6
"2002","2002","Rhode Island","44","Assault","X85-Y09",17,497665,"Unreliable"
"2002","2002","South Carolina","45","Other external causes of accidental injury","W00-X59",13,1995372,"Unreliable"
"2002","2002","South Carolina","45","Intentional self-harm","X60-X84",81,1995372,4.1
"2002","2002","South Carolina","45","Assault","X85-Y09",148,1995372,7.4
"2002","2002","South Dakota","46","Intentional self-harm","X60-X84",14,369391,"Unreliable"
"2002","2002","Tennessee","47","Other external causes of accidental injury","W00-X59",24,2778400,0.9
"2002","2002","Tennessee","47","Intentional self-harm","X60-X84",133,2778400,4.8
"2002","2002","Tennessee","47","Assault","X85-Y09",201,2778400,7.2
"2002","2002","Texas","48","Other external causes of accidental injury","W00-X59",26,11620391,0.2
"2002","2002","Texas","48","Intentional self-harm","X60-X84",360,11620391,3.1
"2002","2002","Texas","48","Assault","X85-Y09",578,11620391,5
"2002","2002","Utah","49","Intentional self-harm","X60-X84",73,1410940,5.2
"2002","2002","Utah","49","Assault","X85-Y09",15,1410940,"Unreliable"
"2002","2002","Vermont","50","Intentional self-harm","X60-X84",12,276196,"Unreliable"
"2002","2002","Virginia","51","Intentional self-harm","X60-X84",121,3509104,3.4
"2002","2002","Virginia","51","Assault","X85-Y09",188,3509104,5.4
"2002","2002","Washington","53","Intentional self-harm","X60-X84",107,2957735,3.6
"2002","2002","Washington","53","Assault","X85-Y09",68,2957735,2.3
"2002","2002","West Virginia","54","Intentional self-harm","X60-X84",51,790088,6.5
"2002","2002","West Virginia","54","Assault","X85-Y09",32,790088,4.1
"2002","2002","Wisconsin","55","Intentional self-harm","X60-X84",100,2596070,3.9
"2002","2002","Wisconsin","55","Assault","X85-Y09",84,2596070,3.2
"2002","2002","Wyoming","56","Intentional self-harm","X60-X84",28,238949,11.7
"2003","2003","Alabama","01","Other external causes of accidental injury","W00-X59",21,2152741,1
"2003","2003","Alabama","01","Intentional self-harm","X60-X84",111,2152741,5.2
"2003","2003","Alabama","01","Assault","X85-Y09",178,2152741,8.3
"2003","2003","Alaska","02","Intentional self-harm","X60-X84",38,341468,11.1
"2003","2003","Alaska","02","Assault","X85-Y09",21,341468,6.1
"2003","2003","Arizona","04","Intentional self-harm","X60-X84",143,2784865,5.1
"2003","2003","Arizona","04","Assault","X85-Y09",206,2784865,7.4
"2003","2003","Arkansas","05","Other external causes of accidental injury","W00-X59",12,1304911,"Unreliable"
"2003","2003","Arkansas","05","Intentional self-harm","X60-X84",68,1304911,5.2
"2003","2003","Arkansas","05","Assault","X85-Y09",74,1304911,5.7
"2003","2003","California","06","Other external causes of accidental injury","W00-X59",47,18223926,0.3
"2003","2003","California","06","Intentional self-harm","X60-X84",355,18223926,1.9
"2003","2003","California","06","Assault","X85-Y09",1339,18223926,7.3
"2003","2003","Colorado","08","Intentional self-harm","X60-X84",91,2284099,4
"2003","2003","Colorado","08","Assault","X85-Y09",73,2284099,3.2
"2003","2003","Connecticut","09","Intentional self-harm","X60-X84",15,1569472,"Unreliable"
"2003","2003","Connecticut","09","Assault","X85-Y09",38,1569472,2.4
"2003","2003","Delaware","10","Intentional self-harm","X60-X84",10,385747,"Unreliable"
"2003","2003","Delaware","10","Assault","X85-Y09",13,385747,"Unreliable"
"2003","2003","District of Columbia","11","Assault","X85-Y09",120,285332,42.1
"2003","2003","Florida","12","Other external causes of accidental injury","W00-X59",14,7437304,"Unreliable"
"2003","2003","Florida","12","Intentional self-harm","X60-X84",239,7437304,3.2
"2003","2003","Florida","12","Assault","X85-Y09",410,7437304,5.5
"2003","2003","Georgia","13","Intentional self-harm","X60-X84",177,4449827,4
"2003","2003","Georgia","13","Assault","X85-Y09",337,4449827,7.6
"2003","2003","Idaho","16","Intentional self-harm","X60-X84",37,705009,5.2
"2003","2003","Idaho","16","Assault","X85-Y09",10,705009,"Unreliable"
"2003","2003","Illinois","17","Other external causes of accidental injury","W00-X59",12,6230980,"Unreliable"
"2003","2003","Illinois","17","Intentional self-harm","X60-X84",100,6230980,1.6
"2003","2003","Illinois","17","Assault","X85-Y09",542,6230980,8.7
"2003","2003","Indiana","18","Other external causes of accidental injury","W00-X59",11,3034134,"Unreliable"
"2003","2003","Indiana","18","Intentional self-harm","X60-X84",132,3034134,4.4
