"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"2007","2007","Virginia","51","25-34 years","25-34",140,1032580,13.6
"2007","2007","Virginia","51","35-44 years","35-44",131,1154325,11.3
"2007","2007","Virginia","51","45-54 years","45-54",145,1168246,12.4
"2007","2007","Virginia","51","55-64 years","55-64",98,873986,11.2
"2007","2007","Virginia","51","65-74 years","65-74",51,490212,10.4
"2007","2007","Virginia","51","75-84 years","75-84",57,300398,19
"2007","2007","Virginia","51","85+ years","85+",13,109781,0
"2007","2007","Washington","53","15-24 years","15-24",82,910536,9
"2007","2007","Washington","53","25-34 years","25-34",95,872237,10.9
"2007","2007","Washington","53","35-44 years","35-44",78,931094,8.4
"2007","2007","Washington","53","45-54 years","45-54",85,979052,8.7
"2007","2007","Washington","53","55-64 years","55-64",75,747598,10
"2007","2007","Washington","53","65-74 years","65-74",45,394125,11.4
"2007","2007","Washington","53","75-84 years","75-84",45,251904,17.9
"2007","2007","Washington","53","85+ years","85+",31,106904,29
"2007","2007","West Virginia","54","15-24 years","15-24",30,238720,12.6
"2007","2007","West Virginia","54","25-34 years","25-34",43,220852,19.5
"2007","2007","West Virginia","54","35-44 years","35-44",52,244664,21.3
"2007","2007","West Virginia","54","45-54 years","45-54",50,280693,17.8
"2007","2007","West Virginia","54","55-64 years","55-64",37,243082,15.2
"2007","2007","West Virginia","54","65-74 years","65-74",20,153498,13
"2007","2007","West Virginia","54","75-84 years","75-84",21,100078,21
"2007","2007","Wisconsin","55","15-24 years","15-24",110,807490,13.6
"2007","2007","Wisconsin","55","25-34 years","25-34",76,688329,11
"2007","2007","Wisconsin","55","35-44 years","35-44",75,783369,9.6
"2007","2007","Wisconsin","55","45-54 years","45-54",84,862902,9.7
"2007","2007","Wisconsin","55","55-64 years","55-64",58,627843,9.2
"2007","2007","Wisconsin","55","65-74 years","65-74",34,367394,9.3
"2007","2007","Wisconsin","55","75-84 years","75-84",26,262366,9.9
"2007","2007","Wyoming","56","15-24 years","15-24",15,79638,0
"2007","2007","Wyoming","56","25-34 years","25-34",12,68450,0
"2007","2007","Wyoming","56","35-44 years","35-44",18,66551,0
"2008","2008","Alabama","01","5-14 years","5-14",10,626185,0
"2008","2008","Alabama","01","15-24 years","15-24",162,674331,24
"2008","2008","Alabama","01","25-34 years","25-34",176,598776,29.4
"2008","2008","Alabama","01","35-44 years","35-44",139,632634,22
"2008","2008","Alabama","01","45-54 years","45-54",136,688154,19.8
"2008","2008","Alabama","01","55-64 years","55-64",86,556340,15.5
"2008","2008","Alabama","01","65-74 years","65-74",54,354234,15.2
"2008","2008","Alabama","01","75-84 years","75-84",29,210116,13.8
"2008","2008","Alabama","01","85+ years","85+",10,72594,0
"2008","2008","Alaska","02","15-24 years","15-24",31,108196,28.7
"2008","2008","Alaska","02","25-34 years","25-34",21,95378,22
"2008","2008","Alaska","02","35-44 years","35-44",29,94295,30.8
"2008","2008","Alaska","02","45-54 years","45-54",25,111163,22.5
"2008","2008","Alaska","02","55-64 years","55-64",16,77967,0
"2008","2008","Arizona","04","15-24 years","15-24",175,893419,19.6
"2008","2008","Arizona","04","25-34 years","25-34",164,858658,19.1
"2008","2008","Arizona","04","35-44 years","35-44",121,831711,14.5
"2008","2008","Arizona","04","45-54 years","45-54",142,825478,17.2
"2008","2008","Arizona","04","55-64 years","55-64",122,682249,17.9
"2008","2008","Arizona","04","65-74 years","65-74",64,461986,13.9
"2008","2008","Arizona","04","75-84 years","75-84",66,275347,24
"2008","2008","Arizona","04","85+ years","85+",19,94831,0
"2008","2008","Arkansas","05","15-24 years","15-24",69,400097,17.2
"2008","2008","Arkansas","05","25-34 years","25-34",91,370940,24.5
"2008","2008","Arkansas","05","35-44 years","35-44",83,374414,22.2
"2008","2008","Arkansas","05","45-54 years","45-54",65,401762,16.2
"2008","2008","Arkansas","05","55-64 years","55-64",51,335312,15.2
"2008","2008","Arkansas","05","65-74 years","65-74",34,224652,15.1
"2008","2008","Arkansas","05","75-84 years","75-84",35,132862,26.3
"2008","2008","California","06","1-4 years","1-4",10,2031645,0
"2008","2008","California","06","5-14 years","5-14",35,5064377,0.7
"2008","2008","California","06","15-24 years","15-24",812,5508762,14.7
"2008","2008","California","06","25-34 years","25-34",587,5227071,11.2
"2008","2008","California","06","35-44 years","35-44",412,5278905,7.8
"2008","2008","California","06","45-54 years","45-54",407,5158516,7.9
"2008","2008","California","06","55-64 years","55-64",379,3748885,10.1
"2008","2008","California","06","65-74 years","65-74",173,2132744,8.1
"2008","2008","California","06","75-84 years","75-84",185,1363109,13.6
"2008","2008","California","06","85+ years","85+",84,560907,15
"2008","2008","Colorado","08","15-24 years","15-24",80,684087,11.7
"2008","2008","Colorado","08","25-34 years","25-34",74,700644,10.6
"2008","2008","Colorado","08","35-44 years","35-44",80,703610,11.4
"2008","2008","Colorado","08","45-54 years","45-54",111,736903,15.1
"2008","2008","Colorado","08","55-64 years","55-64",70,549645,12.7
"2008","2008","Colorado","08","65-74 years","65-74",35,283469,12.3
"2008","2008","Colorado","08","75-84 years","75-84",35,165768,21.1
"2008","2008","Colorado","08","85+ years","85+",12,64898,0
"2008","2008","Connecticut","09","15-24 years","15-24",50,474692,10.5
"2008","2008","Connecticut","09","25-34 years","25-34",39,409191,9.5
"2008","2008","Connecticut","09","35-44 years","35-44",24,514364,4.7
"2008","2008","Connecticut","09","45-54 years","45-54",41,566046,7.2
"2008","2008","Connecticut","09","55-64 years","55-64",21,416490,5
"2008","2008","Connecticut","09","65-74 years","65-74",10,240580,0
"2008","2008","Delaware","10","15-24 years","15-24",22,126161,17.4
"2008","2008","Delaware","10","25-34 years","25-34",28,109380,25.6
"2008","2008","Delaware","10","35-44 years","35-44",11,120977,0
"2008","2008","Delaware","10","45-54 years","45-54",16,130321,0
"2008","2008","District of Columbia","11","15-24 years","15-24",53,99663,53.2
"2008","2008","District of Columbia","11","25-34 years","25-34",43,112093,38.4
"2008","2008","District of Columbia","11","35-44 years","35-44",21,80806,26
"2008","2008","Florida","12","15-24 years","15-24",455,2449279,18.6
"2008","2008","Florida","12","25-34 years","25-34",397,2250501,17.6
"2008","2008","Florida","12","35-44 years","35-44",349,2513608,13.9
"2008","2008","Florida","12","45-54 years","45-54",367,2674832,13.7
"2008","2008","Florida","12","55-64 years","55-64",288,2217834,13
"2008","2008","Florida","12","65-74 years","65-74",187,1632942,11.5
"2008","2008","Florida","12","75-84 years","75-84",174,1096681,15.9
"2008","2008","Florida","12","85+ years","85+",70,405381,17.3
"2008","2008","Georgia","13","5-14 years","5-14",13,1355929,0
"2008","2008","Georgia","13","15-24 years","15-24",245,1371758,17.9
"2008","2008","Georgia","13","25-34 years","25-34",241,1330542,18.1
"2008","2008","Georgia","13","35-44 years","35-44",186,1428057,13
"2008","2008","Georgia","13","45-54 years","45-54",182,1348621,13.5
"2008","2008","Georgia","13","55-64 years","55-64",124,997267,12.4
"2008","2008","Georgia","13","65-74 years","65-74",86,561722,15.3
"2008","2008","Georgia","13","75-84 years","75-84",58,302576,19.2
"2008","2008","Georgia","13","85+ years","85+",20,108040,18.5
"2008","2008","Idaho","16","15-24 years","15-24",26,225315,11.5
"2008","2008","Idaho","16","25-34 years","25-34",19,204010,0
"2008","2008","Idaho","16","35-44 years","35-44",18,192756,0
"2008","2008","Idaho","16","45-54 years","45-54",33,208454,15.8
"2008","2008","Idaho","16","55-64 years","55-64",28,168248,16.6
"2008","2008","Idaho","16","65-74 years","65-74",14,101214,0
"2008","2008","Idaho","16","75-84 years","75-84",15,58280,0
"2008","2008","Idaho","16","85+ years","85+",10,23684,0
"2008","2008","Illinois","17","5-14 years","5-14",13,1743894,0
"2008","2008","Illinois","17","15-24 years","15-24",333,1807610,18.4
"2008","2008","Illinois","17","25-34 years","25-34",242,1757471,13.8
"2008","2008","Illinois","17","35-44 years","35-44",156,1779962,8.8
"2008","2008","Illinois","17","45-54 years","45-54",130,1860587,7
"2008","2008","Illinois","17","55-64 years","55-64",88,1380334,6.4
"2008","2008","Illinois","17","65-74 years","65-74",70,811991,8.6
"2008","2008","Illinois","17","75-84 years","75-84",33,532428,6.2
"2008","2008","Illinois","17","85+ years","85+",21,225098,9.3
"2008","2008","Indiana","18","15-24 years","15-24",133,925115,14.4
"2008","2008","Indiana","18","25-34 years","25-34",137,821148,16.7
"2008","2008","Indiana","18","35-44 years","35-44",114,869437,13.1
"2008","2008","Indiana","18","45-54 years","45-54",118,941733,12.5
"2008","2008","Indiana","18","55-64 years","55-64",81,719819,11.3
"2008","2008","Indiana","18","65-74 years","65-74",50,430610,11.6
"2008","2008","Indiana","18","75-84 years","75-84",46,277105,16.6
"2008","2008","Indiana","18","85+ years","85+",15,109917,0
"2008","2008","Iowa","19","15-24 years","15-24",43,435239,9.9
"2008","2008","Iowa","19","25-34 years","25-34",30,368668,8.1
"2008","2008","Iowa","19","35-44 years","35-44",35,377667,9.3
"2008","2008","Iowa","19","45-54 years","45-54",38,442580,8.6
"2008","2008","Iowa","19","55-64 years","55-64",26,348104,7.5
"2008","2008","Iowa","19","65-74 years","65-74",25,217316,11.5
"2008","2008","Iowa","19","75-84 years","75-84",11,156637,0
"2008","2008","Kansas","20","15-24 years","15-24",66,413650,16
"2008","2008","Kansas","20","25-34 years","25-34",45,360888,12.5
"2008","2008","Kansas","20","35-44 years","35-44",36,356322,10.1
"2008","2008","Kansas","20","45-54 years","45-54",44,408413,10.8
"2008","2008","Kansas","20","55-64 years","55-64",37,308123,12
"2008","2008","Kansas","20","65-74 years","65-74",22,181532,12.1
"2008","2008","Kansas","20","75-84 years","75-84",15,128029,0
"2008","2008","Kentucky","21","15-24 years","15-24",63,585013,10.8
"2008","2008","Kentucky","21","25-34 years","25-34",96,558929,17.2
"2008","2008","Kentucky","21","35-44 years","35-44",113,594012,19
"2008","2008","Kentucky","21","45-54 years","45-54",116,638081,18.2
"2008","2008","Kentucky","21","55-64 years","55-64",70,508641,13.8
"2008","2008","Kentucky","21","65-74 years","65-74",48,311179,15.4
"2008","2008","Kentucky","21","75-84 years","75-84",44,182904,24.1
"2008","2008","Kentucky","21","85+ years","85+",13,66579,0
"2008","2008","Louisiana","22","15-24 years","15-24",231,664105,34.8
"2008","2008","Louisiana","22","25-34 years","25-34",202,592767,34.1
"2008","2008","Louisiana","22","35-44 years","35-44",112,576983,19.4
"2008","2008","Louisiana","22","45-54 years","45-54",105,650435,16.1
"2008","2008","Louisiana","22","55-64 years","55-64",73,499672,14.6
"2008","2008","Louisiana","22","65-74 years","65-74",48,295792,16.2
"2008","2008","Louisiana","22","75-84 years","75-84",25,179386,13.9
"2008","2008","Maine","23","15-24 years","15-24",11,172328,0
"2008","2008","Maine","23","25-34 years","25-34",14,143942,0
"2008","2008","Maine","23","35-44 years","35-44",17,183010,0
"2008","2008","Maine","23","45-54 years","45-54",32,220114,14.5
"2008","2008","Maine","23","55-64 years","55-64",14,180655,0
"2008","2008","Maine","23","65-74 years","65-74",13,105982,0
"2008","2008","Maryland","24","15-24 years","15-24",179,793999,22.5
"2008","2008","Maryland","24","25-34 years","25-34",143,735642,19.4
"2008","2008","Maryland","24","35-44 years","35-44",105,833570,12.6
"2008","2008","Maryland","24","45-54 years","45-54",101,882574,11.4
"2008","2008","Maryland","24","55-64 years","55-64",50,652083,7.7
"2008","2008","Maryland","24","65-74 years","65-74",15,363223,0
"2008","2008","Maryland","24","75-84 years","75-84",30,223681,13.4
"2008","2008","Maryland","24","85+ years","85+",10,91354,0
"2008","2008","Massachusetts","25","15-24 years","15-24",63,928340,6.8
"2008","2008","Massachusetts","25","25-34 years","25-34",42,823150,5.1
"2008","2008","Massachusetts","25","35-44 years","35-44",33,931468,3.5
"2008","2008","Massachusetts","25","45-54 years","45-54",26,993293,2.6
"2008","2008","Massachusetts","25","55-64 years","55-64",24,752529,3.2
"2008","2008","Massachusetts","25","65-74 years","65-74",13,430059,0
"2008","2008","Massachusetts","25","75-84 years","75-84",12,307803,0
"2008","2008","Michigan","26","5-14 years","5-14",13,1347903,0
"2008","2008","Michigan","26","15-24 years","15-24",244,1426466,17.1
"2008","2008","Michigan","26","25-34 years","25-34",207,1180544,17.5
"2008","2008","Michigan","26","35-44 years","35-44",189,1356673,13.9
"2008","2008","Michigan","26","45-54 years","45-54",178,1523637,11.7
"2008","2008","Michigan","26","55-64 years","55-64",97,1175776,8.2
"2008","2008","Michigan","26","65-74 years","65-74",77,688404,11.2
"2008","2008","Michigan","26","75-84 years","75-84",50,451968,11.1
"2008","2008","Michigan","26","85+ years","85+",14,180649,0
"2008","2008","Minnesota","27","15-24 years","15-24",66,739076,8.9
"2008","2008","Minnesota","27","25-34 years","25-34",60,693862,8.6
"2008","2008","Minnesota","27","35-44 years","35-44",70,711830,9.8
"2008","2008","Minnesota","27","45-54 years","45-54",65,803929,8.1
"2008","2008","Minnesota","27","55-64 years","55-64",48,582155,8.2
"2008","2008","Minnesota","27","65-74 years","65-74",19,333565,0
"2008","2008","Minnesota","27","75-84 years","75-84",19,222112,0
"2008","2008","Minnesota","27","85+ years","85+",12,103148,0
"2008","2008","Mississippi","28","15-24 years","15-24",118,439221,26.9
"2008","2008","Mississippi","28","25-34 years","25-34",124,381965,32.5
"2008","2008","Mississippi","28","35-44 years","35-44",78,385537,20.2
"2008","2008","Mississippi","28","45-54 years","45-54",80,416943,19.2
"2008","2008","Mississippi","28","55-64 years","55-64",60,327476,18.3
"2008","2008","Mississippi","28","65-74 years","65-74",49,205691,23.8
"2008","2008","Mississippi","28","75-84 years","75-84",28,121575,23
"2008","2008","Missouri","29","15-24 years","15-24",191,842380,22.7
"2008","2008","Missouri","29","25-34 years","25-34",157,754908,20.8
"2008","2008","Missouri","29","35-44 years","35-44",125,777929,16.1
"2008","2008","Missouri","29","45-54 years","45-54",141,882787,16
"2008","2008","Missouri","29","55-64 years","55-64",70,680290,10.3
"2008","2008","Missouri","29","65-74 years","65-74",48,429213,11.2
"2008","2008","Missouri","29","75-84 years","75-84",52,273787,19
"2008","2008","Missouri","29","85+ years","85+",14,109335,0
"2008","2008","Montana","30","15-24 years","15-24",26,138276,18.8
"2008","2008","Montana","30","25-34 years","25-34",32,116423,27.5
"2008","2008","Montana","30","35-44 years","35-44",18,116792,0
"2008","2008","Montana","30","45-54 years","45-54",28,153172,18.3
"2008","2008","Montana","30","55-64 years","55-64",17,128789,0
"2008","2008","Montana","30","65-74 years","65-74",11,75447,0
"2008","2008","Nebraska","31","15-24 years","15-24",37,262066,14.1
"2008","2008","Nebraska","31","25-34 years","25-34",32,233846,13.7
"2008","2008","Nebraska","31","35-44 years","35-44",18,225238,0
"2008","2008","Nebraska","31","45-54 years","45-54",27,259716,10.4
"2008","2008","Nebraska","31","55-64 years","55-64",17,198421,0
"2008","2008","Nebraska","31","65-74 years","65-74",11,118076,0
"2008","2008","Nevada","32","15-24 years","15-24",64,355747,18
"2008","2008","Nevada","32","25-34 years","25-34",62,386492,16
"2008","2008","Nevada","32","35-44 years","35-44",60,388355,15.4
"2008","2008","Nevada","32","45-54 years","45-54",69,369080,18.7
"2008","2008","Nevada","32","55-64 years","55-64",67,299377,22.4
"2008","2008","Nevada","32","65-74 years","65-74",35,182704,19.2
"2008","2008","Nevada","32","75-84 years","75-84",27,92685,29.1
"2008","2008","New Hampshire","33","25-34 years","25-34",11,143691,0
"2008","2008","New Hampshire","33","35-44 years","35-44",16,192117,0
"2008","2008","New Hampshire","33","45-54 years","45-54",24,223313,10.7
"2008","2008","New Hampshire","33","55-64 years","55-64",10,166583,0
"2008","2008","New Hampshire","33","65-74 years","65-74",14,90884,0
"2008","2008","New Jersey","34","15-24 years","15-24",111,1127819,9.8
"2008","2008","New Jersey","34","25-34 years","25-34",111,1096725,10.1
"2008","2008","New Jersey","34","35-44 years","35-44",51,1292791,3.9
"2008","2008","New Jersey","34","45-54 years","45-54",59,1352140,4.4
"2008","2008","New Jersey","34","55-64 years","55-64",35,984093,3.6
"2008","2008","New Jersey","34","65-74 years","65-74",21,586279,3.6
"2008","2008","New Jersey","34","75-84 years","75-84",26,402759,6.5
"2008","2008","New Jersey","34","85+ years","85+",10,168867,0
"2008","2008","New Mexico","35","15-24 years","15-24",56,292471,19.1
"2008","2008","New Mexico","35","25-34 years","25-34",50,256437,19.5
"2008","2008","New Mexico","35","35-44 years","35-44",40,252141,15.9
"2008","2008","New Mexico","35","45-54 years","45-54",54,290837,18.6
"2008","2008","New Mexico","35","55-64 years","55-64",30,239930,12.5
"2008","2008","New Mexico","35","65-74 years","65-74",26,144135,18
"2008","2008","New Mexico","35","75-84 years","75-84",16,84322,0
"2008","2008","New York","36","15-24 years","15-24",227,2754039,8.2
"2008","2008","New York","36","25-34 years","25-34",236,2598483,9.1
"2008","2008","New York","36","35-44 years","35-44",165,2726256,6.1
"2008","2008","New York","36","45-54 years","45-54",112,2841215,3.9
"2008","2008","New York","36","55-64 years","55-64",79,2178218,3.6
"2008","2008","New York","36","65-74 years","65-74",58,1307132,4.4
"2008","2008","New York","36","75-84 years","75-84",42,879321,4.8
"2008","2008","New York","36","85+ years","85+",20,372816,5.4
"2008","2008","North Carolina","37","5-14 years","5-14",11,1236696,0
"2008","2008","North Carolina","37","15-24 years","15-24",225,1296248,17.4
"2008","2008","North Carolina","37","25-34 years","25-34",233,1223875,19
"2008","2008","North Carolina","37","35-44 years","35-44",194,1347032,14.4
"2008","2008","North Carolina","37","45-54 years","45-54",186,1336505,13.9
"2008","2008","North Carolina","37","55-64 years","55-64",138,1068596,12.9
"2008","2008","North Carolina","37","65-74 years","65-74",76,651838,11.7
"2008","2008","North Carolina","37","75-84 years","75-84",62,381838,16.2
"2008","2008","North Carolina","37","85+ years","85+",21,137021,15.3
"2008","2008","North Dakota","38","15-24 years","15-24",10,108504,0
"2008","2008","North Dakota","38","45-54 years","45-54",11,97575,0
"2008","2008","North Dakota","38","55-64 years","55-64",16,75112,0
"2008","2008","Ohio","39","15-24 years","15-24",224,1593658,14.1
"2008","2008","Ohio","39","25-34 years","25-34",222,1411990,15.7
"2008","2008","Ohio","39","35-44 years","35-44",185,1547440,12
"2008","2008","Ohio","39","45-54 years","45-54",180,1751899,10.3
"2008","2008","Ohio","39","55-64 years","55-64",123,1356505,9.1
"2008","2008","Ohio","39","65-74 years","65-74",84,819761,10.2
"2008","2008","Ohio","39","75-84 years","75-84",54,550716,9.8
"2008","2008","Ohio","39","85+ years","85+",18,218652,0
"2008","2008","Oklahoma","40","15-24 years","15-24",84,534413,15.7
"2008","2008","Oklahoma","40","25-34 years","25-34",97,484333,20
"2008","2008","Oklahoma","40","35-44 years","35-44",82,464903,17.6
"2008","2008","Oklahoma","40","45-54 years","45-54",92,523204,17.6
"2008","2008","Oklahoma","40","55-64 years","55-64",61,416838,14.6
"2008","2008","Oklahoma","40","65-74 years","65-74",40,267795,14.9
"2008","2008","Oklahoma","40","75-84 years","75-84",33,162830,20.3
"2008","2008","Oregon","41","15-24 years","15-24",47,510555,9.2
"2008","2008","Oregon","41","25-34 years","25-34",55,509820,10.8
"2008","2008","Oregon","41","35-44 years","35-44",54,502739,10.7
"2008","2008","Oregon","41","45-54 years","45-54",81,548986,14.8
"2008","2008","Oregon","41","55-64 years","55-64",65,476616,13.6
"2008","2008","Oregon","41","65-74 years","65-74",33,267162,12.4
"2008","2008","Oregon","41","75-84 years","75-84",23,166903,13.8
"2008","2008","Oregon","41","85+ years","85+",16,73979,0
"2008","2008","Pennsylvania","42","15-24 years","15-24",273,1766166,15.5
"2008","2008","Pennsylvania","42","25-34 years","25-34",264,1480932,17.8
"2008","2008","Pennsylvania","42","35-44 years","35-44",210,1692869,12.4
"2008","2008","Pennsylvania","42","45-54 years","45-54",238,1937827,12.3
"2008","2008","Pennsylvania","42","55-64 years","55-64",151,1518364,9.9
"2008","2008","Pennsylvania","42","65-74 years","65-74",93,941536,9.9
"2008","2008","Pennsylvania","42","75-84 years","75-84",64,696409,9.2
"2008","2008","Pennsylvania","42","85+ years","85+",25,291467,8.6
"2008","2008","Rhode Island","44","15-24 years","15-24",10,162179,0
"2008","2008","South Carolina","45","15-24 years","15-24",129,652928,19.8
"2008","2008","South Carolina","45","25-34 years","25-34",117,580589,20.2
"2008","2008","South Carolina","45","35-44 years","35-44",81,616076,13.1
"2008","2008","South Carolina","45","45-54 years","45-54",100,647973,15.4
"2008","2008","South Carolina","45","55-64 years","55-64",83,550714,15.1
"2008","2008","South Carolina","45","65-74 years","65-74",51,342823,14.9
"2008","2008","South Carolina","45","75-84 years","75-84",30,187560,16
"2008","2008","South Carolina","45","85+ years","85+",10,66595,0
"2008","2008","South Dakota","46","15-24 years","15-24",19,116786,0
"2008","2008","South Dakota","46","25-34 years","25-34",14,99505,0
"2008","2008","South Dakota","46","35-44 years","35-44",14,95531,0
"2008","2008","South Dakota","46","45-54 years","45-54",14,117282,0
"2008","2008","Tennessee","47","15-24 years","15-24",150,850612,17.6
"2008","2008","Tennessee","47","25-34 years","25-34",187,816265,22.9
"2008","2008","Tennessee","47","35-44 years","35-44",172,875451,19.6
"2008","2008","Tennessee","47","45-54 years","45-54",173,914098,18.9
"2008","2008","Tennessee","47","55-64 years","55-64",140,741055,18.9
"2008","2008","Tennessee","47","65-74 years","65-74",76,459880,16.5
"2008","2008","Tennessee","47","75-84 years","75-84",39,262844,14.8
"2008","2008","Tennessee","47","85+ years","85+",16,94272,0
"2008","2008","Texas","48","1-4 years","1-4",11,1528319,0
"2008","2008","Texas","48","5-14 years","5-14",26,3645638,0.7
"2008","2008","Texas","48","15-24 years","15-24",498,3624192,13.7
"2008","2008","Texas","48","25-34 years","25-34",549,3495902,15.7
"2008","2008","Texas","48","35-44 years","35-44",417,3425430,12.2
"2008","2008","Texas","48","45-54 years","45-54",424,3336384,12.7
"2008","2008","Texas","48","55-64 years","55-64",293,2399890,12.2
"2008","2008","Texas","48","65-74 years","65-74",167,1372632,12.2
"2008","2008","Texas","48","75-84 years","75-84",132,805645,16.4
"2008","2008","Texas","48","85+ years","85+",41,285711,14.4
"2008","2008","Utah","49","15-24 years","15-24",43,447242,9.6
"2008","2008","Utah","49","25-34 years","25-34",43,429369,10
"2008","2008","Utah","49","35-44 years","35-44",32,317481,10.1
"2008","2008","Utah","49","45-54 years","45-54",49,303088,16.2
"2008","2008","Utah","49","55-64 years","55-64",28,221066,12.7
"2008","2008","Utah","49","65-74 years","65-74",16,128312,0
"2008","2008","Vermont","50","45-54 years","45-54",14,103507,0
"2008","2008","Vermont","50","55-64 years","55-64",10,84427,0
"2008","2008","Virginia","51","15-24 years","15-24",175,1117343,15.7
"2008","2008","Virginia","51","25-34 years","25-34",128,1051186,12.2
"2008","2008","Virginia","51","35-44 years","35-44",114,1138267,10
"2008","2008","Virginia","51","45-54 years","45-54",133,1186006,11.2
"2008","2008","Virginia","51","55-64 years","55-64",96,896712,10.7
"2008","2008","Virginia","51","65-74 years","65-74",66,514328,12.8
"2008","2008","Virginia","51","75-84 years","75-84",49,302238,16.2
"2008","2008","Virginia","51","85+ years","85+",15,113808,0
"2008","2008","Washington","53","15-24 years","15-24",100,922084,10.8
"2008","2008","Washington","53","25-34 years","25-34",87,899021,9.7
"2008","2008","Washington","53","35-44 years","35-44",88,920387,9.6
"2008","2008","Washington","53","45-54 years","45-54",91,985424,9.2
"2008","2008","Washington","53","55-64 years","55-64",92,777195,11.8
"2008","2008","Washington","53","65-74 years","65-74",45,416478,10.8
"2008","2008","Washington","53","75-84 years","75-84",41,250939,16.3
"2008","2008","Washington","53","85+ years","85+",22,110076,20
"2008","2008","West Virginia","54","15-24 years","15-24",25,236940,10.6
"2008","2008","West Virginia","54","25-34 years","25-34",30,220531,13.6
"2008","2008","West Virginia","54","35-44 years","35-44",50,242737,20.6
"2008","2008","West Virginia","54","45-54 years","45-54",48,278851,17.2
"2008","2008","West Virginia","54","55-64 years","55-64",32,249897,12.8
"2008","2008","West Virginia","54","65-74 years","65-74",24,158073,15.2
"2008","2008","West Virginia","54","75-84 years","75-84",12,99516,0
"2008","2008","West Virginia","54","85+ years","85+",10,34325,0
"2008","2008","Wisconsin","55","15-24 years","15-24",52,800181,6.5
"2008","2008","Wisconsin","55","25-34 years","25-34",83,701692,11.8
"2008","2008","Wisconsin","55","35-44 years","35-44",82,760990,10.8
"2008","2008","Wisconsin","55","45-54 years","45-54",85,871193,9.8
"2008","2008","Wisconsin","55","55-64 years","55-64",69,649975,10.6
"2008","2008","Wisconsin","55","65-74 years","65-74",28,380806,7.4
"2008","2008","Wisconsin","55","75-84 years","75-84",25,261195,9.6
"2008","2008","Wyoming","56","15-24 years","15-24",10,79731,0
"2008","2008","Wyoming","56","25-34 years","25-34",12,71440,0
"2008","2008","Wyoming","56","35-44 years","35-44",16,66790,0
"2008","2008","Wyoming","56","45-54 years","45-54",22,84979,25.9
"2008","2008","Wyoming","56","55-64 years","55-64",15,67666,0
"2009","2009","Alabama","01","15-24 years","15-24",134,678728,19.7
"2009","2009","Alabama","01","25-34 years","25-34",157,605551,25.9
"2009","2009","Alabama","01","35-44 years","35-44",142,626649,22.7
"2009","2009","Alabama","01","45-54 years","45-54",138,692734,19.9
"2009","2009","Alabama","01","55-64 years","55-64",119,572887,20.8
"2009","2009","Alabama","01","65-74 years","65-74",64,364755,17.5
"2009","2009","Alabama","01","75-84 years","75-84",46,209962,21.9
"2009","2009","Alabama","01","85+ years","85+",15,74324,0
"2009","2009","Alaska","02","15-24 years","15-24",29,105561,27.5
"2009","2009","Alaska","02","25-34 years","25-34",22,98338,22.4
"2009","2009","Alaska","02","35-44 years","35-44",13,92685,0
"2009","2009","Alaska","02","45-54 years","45-54",16,112318,0
"2009","2009","Arizona","04","15-24 years","15-24",133,900402,14.8
"2009","2009","Arizona","04","25-34 years","25-34",134,859294,15.6
"2009","2009","Arizona","04","35-44 years","35-44",128,825788,15.5
"2009","2009","Arizona","04","45-54 years","45-54",145,836017,17.3
"2009","2009","Arizona","04","55-64 years","55-64",109,704828,15.5
"2009","2009","Arizona","04","65-74 years","65-74",71,483182,14.7
"2009","2009","Arizona","04","75-84 years","75-84",82,277413,29.6
"2009","2009","Arizona","04","85+ years","85+",27,99851,27
"2009","2009","Arkansas","05","15-24 years","15-24",78,400806,19.5
"2009","2009","Arkansas","05","25-34 years","25-34",100,374133,26.7
"2009","2009","Arkansas","05","35-44 years","35-44",74,369150,20
"2009","2009","Arkansas","05","45-54 years","45-54",87,405489,21.5
"2009","2009","Arkansas","05","55-64 years","55-64",50,343649,14.5
"2009","2009","Arkansas","05","65-74 years","65-74",32,230814,13.9
"2009","2009","Arkansas","05","75-84 years","75-84",27,133141,20.3
"2009","2009","California","06","1-4 years","1-4",14,2045700,0
"2009","2009","California","06","5-14 years","5-14",30,5072098,0.6
"2009","2009","California","06","15-24 years","15-24",793,5560027,14.3
"2009","2009","California","06","25-34 years","25-34",551,5279559,10.4
"2009","2009","California","06","35-44 years","35-44",357,5214338,6.8
"2009","2009","California","06","45-54 years","45-54",480,5220443,9.2
"2009","2009","California","06","55-64 years","55-64",337,3905550,8.6
"2009","2009","California","06","65-74 years","65-74",219,2216229,9.9
"2009","2009","California","06","75-84 years","75-84",153,1363420,11.2
"2009","2009","California","06","85+ years","85+",71,584844,12.1
"2009","2009","Colorado","08","15-24 years","15-24",93,686937,13.5
"2009","2009","Colorado","08","25-34 years","25-34",85,715247,11.9
"2009","2009","Colorado","08","35-44 years","35-44",102,700394,14.6
"2009","2009","Colorado","08","45-54 years","45-54",108,742434,14.5
"2009","2009","Colorado","08","55-64 years","55-64",85,577217,14.7
"2009","2009","Colorado","08","65-74 years","65-74",38,298945,12.7
"2009","2009","Colorado","08","75-84 years","75-84",33,167489,19.7
"2009","2009","Colorado","08","85+ years","85+",17,67946,0
